pressure,temperature,altitude,ax,ay,az,pitch,roll,yaw
88245.531250,19.040001,1150.741943,-0.106938,-0.230684,-0.029194,-8.157523,-93.812096,116.56056203
88245.531250,19.040001,1150.741943,-0.106938,-0.230684,-0.029194,-5.788182,-95.817337,115.52072903
88273.734375,19.040001,1148.115601,-0.105962,-0.232637,-0.034565,-5.252389,-97.723305,114.50105303
88273.734375,19.040001,1148.115601,-0.105962,-0.232637,-0.034565,-4.755443,-99.605186,113.47995803
88273.734375,19.040001,1148.115601,-0.073735,-0.227754,-0.032612,-6.520516,-101.576607,112.91133903
88273.734375,19.040001,1148.115601,-0.073735,-0.227754,-0.032612,-8.322523,-103.502037,112.41523703
88289.828125,19.049999,1146.617432,-0.059575,-0.186738,-0.038960,-11.658619,-105.918655,112.79680603
88289.828125,19.049999,1146.617432,-0.059575,-0.186738,-0.038960,-14.997588,-108.358444,113.34209403
88289.828125,19.049999,1146.617432,0.021479,-0.134980,-0.039937,-20.868479,-111.824615,115.88068403
88289.828125,19.049999,1146.617432,0.021479,-0.134980,-0.039937,-26.619139,-115.688301,118.92338603
88321.328125,19.049999,1143.687134,0.051265,-0.023652,-0.071675,-34.176739,-123.004318,125.97511303
88321.328125,19.049999,1143.687134,0.051265,-0.023652,-0.071675,-40.706303,-132.201492,134.96670503
88321.328125,19.049999,1143.687134,0.019526,0.024199,-0.102925,-43.449795,-142.888855,145.89282203
88321.328125,19.049999,1143.687134,0.019526,0.024199,-0.102925,-44.538998,-154.433487,157.72233603
88406.656250,19.040001,1135.749756,-0.005864,0.093047,-0.115132,-43.250240,-164.894180,169.31100503
88406.656250,19.040001,1135.749756,0.001948,0.090117,-0.116597,-40.293423,-172.799515,178.85681203
88406.656250,19.040001,1135.749756,-0.062017,0.108184,-0.101460,-36.691200,-178.543488,186.65960703
88406.656250,19.040001,1135.749756,-0.062017,0.108184,-0.101460,-32.535526,176.598221,193.64892603
88457.179688,19.030001,1131.051758,-0.096685,0.071562,-0.085835,-28.933668,173.825500,198.79379303
88457.179688,19.030001,1131.051758,-0.096685,0.071562,-0.085835,-25.133953,171.508377,203.57804903
88457.179688,19.030001,1131.051758,-0.181646,0.091094,-0.061909,-23.250607,170.424866,206.82342503
88457.179688,19.030001,1131.051758,-0.181646,0.091094,-0.061909,-21.311514,169.470810,209.98748803
88507.062500,19.030001,1126.417236,-0.171392,0.036895,-0.052632,-20.558578,168.467514,213.48123203
88507.062500,19.030001,1126.417236,-0.171392,0.036895,-0.052632,-19.748232,167.519531,216.94732703
88507.062500,19.030001,1126.417236,-0.091313,-0.004121,-0.065815,-20.285627,166.228622,220.41267403
88507.062500,19.030001,1126.417236,-0.091313,-0.004121,-0.065815,-20.748899,164.903015,223.90815703
88556.234375,19.010000,1121.851318,-0.041021,0.024687,-0.081929,-21.792315,162.928513,226.97628803
88556.234375,19.010000,1121.851318,-0.041021,0.024687,-0.081929,-22.732351,160.899124,230.11370803
88622.507812,19.000000,1115.700195,0.042964,0.072051,-0.083394,-23.912291,158.056061,232.73951703
88622.507812,19.000000,1115.700195,0.042964,0.072051,-0.083394,-24.936666,155.126053,235.46116603
88622.507812,19.000000,1115.700195,0.073726,0.112090,-0.073140,-25.439308,152.515564,237.66064503
88622.507812,19.000000,1115.700195,0.037104,0.138457,-0.068745,-24.777149,150.376312,239.73797603
88692.085938,18.990000,1109.245117,0.064937,0.174590,-0.062397,-23.609375,148.775314,241.58961503
88692.085938,18.990000,1109.245117,0.064937,0.174590,-0.062397,-22.406284,147.230087,243.38130203
,,,,,,,,
89451.406250,19.170000,1039.071533,-0.064087,-0.230200,1.072583,-3.699033,-2.088198,178.22627303
89451.406250,19.170000,1039.071533,0.223022,-0.295142,1.019360,-8.278330,-4.526007,175.83280903
89451.406250,19.170000,1039.071533,0.223022,-0.295142,1.019360,-12.835778,-6.857038,173.63954203
89483.234375,19.160000,1036.141235,0.482300,-0.717017,1.229321,-17.204094,-9.132775,171.18841603
89483.234375,19.160000,1036.141235,0.482300,-0.717017,1.229321,-21.567627,-11.292691,168.89921603
89483.234375,19.160000,1036.141235,0.727417,-1.182349,1.375806,-24.228754,-11.045551,167.34716803
89483.234375,19.160000,1036.141235,0.763550,-1.154028,1.486157,-26.194948,-9.946060,166.33396903
